Draw Date,Winning Numbers,Bonus #,Extra #,Jackpot,Outcome
10/09/10 00:00,17 21 35 41 45,1,5,"€12,454,500",Won
17/09/10 00:00,17 27 29 38 50,1,3,"€12,558,000",Roll
24/09/10 00:00,1 4 16 40 48,1,9,"€24,470,942",Won
01/10/10 00:00,1 4 6 27 48,1,6,"€87,100,000",Roll
08/10/10 00:00,9 30 35 39 46,6,8,"€113,019,926",Won
15/10/10 00:00,2 31 36 38 43,3,7,"€13,152,000",Roll
22/10/10 00:00,4 5 9 11 39,3,5,"€26,231,924",Won
29/10/10 00:00,16 20 22 32 42,8,9,"€13,024,500",Roll
05/11/10 00:00,21 23 33 40 50,4,5,"€25,300,621",Won
12/11/10 00:00,7 19 23 29 47,1,6,"€13,716,650",Roll
19/11/10 00:00,12 15 32 36 45,7,9,"€25,874,272",Roll
26/11/10 00:00,9 28 36 41 49,5,7,"€38,556,253",Won
03/12/10 00:00,8 19 28 32 46,4,7,"€12,748,500",Roll
10/12/10 00:00,2 3 10 33 46,7,8,"€24,100,215",Roll
17/12/10 00:00,3 20 29 35 42,3,8,"€37,234,742",Won
24/12/10 00:00,19 36 38 42 46,2,8,"€16,301,884",Won
31/12/10 00:00,2 24 34 38 43,1,7,"€13,178,614",Won
07/01/11 00:00,1 22 32 48 50,6,7,"€12,487,500",Won
14/01/11 00:00,2 14 24 39 44,6,7,"€12,657,000",Roll
21/01/11 00:00,3 11 13 18 21,4,5,"€24,708,723",Won
28/01/11 00:00,13 23 24 41 42,1,5,"€12,940,500",Roll
04/02/11 00:00,2 11 24 35 47,5,9,"€24,368,199",Won
11/02/11 00:00,12 14 15 19 23,7,8,"€12,714,000",Roll
18/02/11 00:00,2 3 15 45 49,5,9,"€24,146,665",Roll
25/02/11 00:00,12 13 42 45 48,3,9,"€37,687,076",Roll
04/03/11 00:00,11 25 27 28 41,5,8,"€53,278,317",Roll
11/03/11 00:00,17 19 24 37 46,2,7,"€71,628,834",Roll
18/03/11 00:00,1 13 20 26 50,6,7,"€94,101,577",Roll
25/03/11 00:00,6 12 21 27 33,3,7,"€121,722,017",Won
01/04/11 00:00,4 17 21 22 33,4,8,"€13,269,000",Won
08/04/11 00:00,21 23 38 47 50,2,6,"€13,275,000",Roll
15/04/11 00:00,4 6 21 39 41,2,6,"€25,974,202",Roll
22/04/11 00:00,11 22 36 45 48,1,4,"€38,301,216",Won
29/04/11 00:00,15 25 38 40 41,1,2,"€13,335,000",Roll
06/05/11 00:00,11 16 20 22 28,4,9,"€25,227,296",Won
10/05/11 00:00,3 10 15 28 45,5,7,"€88,200,000",Roll
13/05/11 00:00,9 11 17 36 47,1,2,"€105,892,179",Won
17/05/11 00:00,20 21 37 45 46,2,3,"€13,143,000",Roll
20/05/11 00:00,10 14 20 25 42,8,11,"€24,115,451",Won
24/05/11 00:00,16 23 24 26 29,2,9,"€13,102,500",Roll
27/05/11 00:00,9 17 25 28 49,8,9,"€23,752,200",Roll
31/05/11 00:00,1 9 10 22 50,5,11,"€29,730,067",Roll
03/06/11 00:00,4 39 40 49 50,2,5,"€41,359,053",Roll
07/06/11 00:00,6 25 36 38 40,4,10,"€48,962,688",Roll
10/06/11 00:00,3 19 20 37 48,8,11,"€60,872,491",Roll
14/06/11 00:00,5 12 19 41 48,8,10,"€68,132,630",Roll
17/06/11 00:00,11 16 21 22 44,3,8,"€82,001,875",Roll
21/06/11 00:00,17 20 35 49 50,3,4,"€91,693,456",Roll
24/06/11 00:00,5 16 20 30 41,6,11,"€107,428,374",Roll
28/06/11 00:00,15 16 30 44 50,2,3,"€120,687,895",Roll
01/07/11 00:00,8 11 23 31 46,8,9,"€141,820,902",Roll
05/07/11 00:00,11 28 29 47 49,1,5,"€159,008,879",Roll
08/07/11 00:00,12 13 23 40 49,7,10,"€164,761,000",Roll
12/07/11 00:00,17 19 38 42 45,9,10,"€161,653,000",Won
15/07/11 00:00,6 26 33 34 39,3,4,"€13,173,000",Roll
19/07/11 00:00,3 16 25 26 35,5,9,"€20,319,793",Won
22/07/11 00:00,4 15 23 49 50,2,6,"€13,225,500",Won
26/07/11 00:00,1 5 22 25 48,3,11,"€13,272,000",Roll
29/07/11 00:00,12 19 27 37 38,5,10,"€23,933,989",Won
02/08/11 00:00,5 8 14 24 33,3,8,"€13,080,000",Roll
05/08/11 00:00,13 14 18 32 34,1,10,"€23,440,309",Roll
09/08/11 00:00,7 23 24 34 36,8,11,"€30,055,771",Roll
12/08/11 00:00,7 10 20 27 37,4,7,"€40,675,287",Roll
16/08/11 00:00,1 13 17 18 45,3,8,"€47,058,914",Roll
19/08/11 00:00,6 14 16 28 31,2,11,"€58,085,462",Roll
23/08/11 00:00,4 6 14 42 50,2,4,"€65,488,523",Roll
26/08/11 00:00,12 22 25 33 45,5,7,"€78,976,312",Roll
30/08/11 00:00,2 8 10 19 46,5,9,"€87,376,837",Roll
02/09/11 00:00,12 26 37 38 44,4,7,"€101,404,135",Roll
06/09/11 00:00,35 42 47 48 50,8,9,"€111,920,466",Roll
09/09/11 00:00,5 21 28 31 34,1,2,"€126,867,263",Roll
13/09/11 00:00,9 28 30 32 49,9,10,"€140,822,522",Won
16/09/11 00:00,2 8 17 39 42,3,10,"€13,108,500",Won
20/09/11 00:00,9 19 25 36 38,7,11,"€13,039,500",Roll
23/09/11 00:00,6 14 33 34 48,2,6,"€23,961,854",Roll
27/09/11 00:00,18 27 28 35 40,3,5,"€30,913,743",Roll
30/09/11 00:00,5 15 28 31 44,1,6,"€41,738,266",Won
04/10/11 00:00,14 16 23 38 45,8,11,"€86,290,000",Roll
07/10/11 00:00,18 26 34 38 42,5,8,"€101,203,601",Won
11/10/11 00:00,1 4 12 16 48,9,10,"€13,152,000",Roll
14/10/11 00:00,12 23 29 32 47,3,5,"€24,130,874",Roll
18/10/11 00:00,18 23 37 46 48,2,10,"€30,927,684",Roll
21/10/11 00:00,2 19 33 37 46,5,8,"€41,682,028",Won
25/10/11 00:00,12 22 27 28 39,4,10,"€13,059,000",Roll
28/10/11 00:00,16 17 20 39 50,4,8,"€23,734,845",Roll
01/11/11 00:00,14 20 23 45 46,1,11,"€28,991,611",Roll
04/11/11 00:00,11 14 41 43 50,2,9,"€39,862,087",Roll
08/11/11 00:00,1 4 15 29 40,1,5,"€46,793,457",Roll
11/11/11 00:00,1 4 18 23 30,3,7,"€58,162,735",Won
15/11/11 00:00,6 17 22 45 47,3,11,"€12,817,500",Won
18/11/11 00:00,4 12 24 39 44,2,4,"€12,850,500",Roll
22/11/11 00:00,16 18 24 38 40,2,4,"€18,941,023",Roll
25/11/11 00:00,14 19 26 28 34,5,8,"€30,126,040",Won
29/11/11 00:00,11 25 41 45 50,2,7,"€12,825,000",Roll
02/12/11 00:00,7 27 30 40 43,8,9,"€23,341,756",Won
06/12/11 00:00,19 20 21 34 38,3,9,"€12,904,500",Roll
09/12/11 00:00,12 21 29 44 47,1,2,"€22,918,879",Roll
13/12/11 00:00,7 12 18 33 37,1,11,"€28,908,882",Roll
16/12/11 00:00,2 5 10 23 31,2,5,"€39,175,449",Won
20/12/11 00:00,1 9 12 14 48,1,7,"€12,549,000",Roll
23/12/11 00:00,7 21 22 24 28,1,11,"€25,852,188",Roll
27/12/11 00:00,19 21 25 26 44,3,7,"€31,879,970",Roll
30/12/11 00:00,16 36 43 44 50,7,8,"€43,303,615",Roll
03/01/12 00:00,3 30 42 45 49,5,10,"€50,010,872",Roll
06/01/12 00:00,1 6 10 12 31,2,7,"€60,355,246",Won
10/01/12 00:00,4 9 10 30 40,2,9,"€12,394,500",Roll
13/01/12 00:00,13 14 21 27 39,6,8,"€24,189,679",Roll
17/01/12 00:00,12 22 30 31 44,5,6,"€30,343,120",Roll
20/01/12 00:00,2 10 22 27 28,6,8,"€40,627,241",Won
24/01/12 00:00,1 2 6 20 36,8,11,"€12,000,000",Roll
27/01/12 00:00,10 13 19 39 44,2,6,"€22,380,458",Roll
31/01/12 00:00,9 34 38 43 45,2,4,"€28,074,424",Roll
03/02/12 00:00,16 19 20 25 28,1,10,"€38,388,399",Roll
07/02/12 00:00,3 15 17 28 33,2,4,"€45,160,172",Won
10/02/12 00:00,3 8 14 31 41,7,11,"€12,565,500",Roll
14/02/12 00:00,14 27 36 42 46,8,11,"€18,731,949",Roll
17/02/12 00:00,4 11 28 38 47,10,11,"€28,527,269",Roll
21/02/12 00:00,11 14 24 25 29,7,11,"€35,110,192",Roll
24/02/12 00:00,3 7 12 26 34,8,10,"€46,432,285",Won
28/02/12 00:00,1 10 17 33 48,2,3,"€12,720,000",Roll
02/03/12 00:00,5 6 11 30 44,2,6,"€22,198,233",Won
06/03/12 00:00,23 24 27 37 47,2,6,"€12,000,000",Roll
09/03/12 00:00,3 32 36 39 47,6,9,"€22,200,501",Roll
13/03/12 00:00,1 10 25 43 47,8,9,"€28,201,173",Roll
16/03/12 00:00,3 4 12 23 50,4,7,"€38,034,640",Won
20/03/12 00:00,15 16 28 30 46,3,4,"€12,508,500",Roll
23/03/12 00:00,9 15 23 31 50,8,11,"€21,827,112",Won
27/03/12 00:00,24 27 29 34 36,7,8,"€12,555,000",Won
30/03/12 00:00,4 17 23 36 46,6,10,"€12,522,000",Roll
03/04/12 00:00,1 8 18 25 30,9,10,"€18,087,550",Roll
06/04/12 00:00,11 20 30 35 45,2,3,"€27,033,455",Roll
10/04/12 00:00,22 25 27 36 37,5,9,"€32,603,075",Roll
13/04/12 00:00,8 13 26 39 43,3,5,"€44,408,417",Won
17/04/12 00:00,10 28 33 48 49,1,10,"€12,369,000",Roll
20/04/12 00:00,3 6 29 32 41,10,11,"€21,345,735",Roll
24/04/12 00:00,8 9 24 43 48,3,5,"€26,895,374",Roll
27/04/12 00:00,20 27 30 36 43,1,6,"€36,231,900",Won
01/05/12 00:00,4 5 15 19 41,9,11,"€12,258,000",Roll
04/05/12 00:00,3 26 39 40 41,1,2,"€21,084,008",Roll
08/05/12 00:00,3 21 34 38 48,5,8,"€26,250,991",Roll
11/05/12 00:00,1 13 17 38 44,2,11,"€35,495,169",Roll
15/05/12 00:00,2 11 13 26 50,2,5,"€41,232,245",Roll
18/05/12 00:00,13 29 43 47 50,9,11,"€53,068,969",Roll
22/05/12 00:00,16 31 32 37 41,1,7,"€60,290,704",Roll
25/05/12 00:00,12 22 35 46 49,2,8,"€71,823,678",Roll
29/05/12 00:00,8 15 17 25 28,3,11,"€80,806,756",Roll
01/06/12 00:00,2 4 14 26 36,9,10,"€97,123,444",Roll
05/06/12 00:00,13 34 37 47 49,8,9,"€109,315,762",Roll
08/06/12 00:00,5 11 22 34 40,9,11,"€127,675,087",Won
12/06/12 00:00,8 15 26 30 48,9,10,"€12,043,500",Roll
15/06/12 00:00,10 22 27 38 48,3,7,"€21,629,100",Won
19/06/12 00:00,7 17 20 35 50,5,11,"€12,109,500",Won
22/06/12 00:00,14 18 19 43 49,3,7,"€12,117,000",Roll
26/06/12 00:00,1 11 20 22 35,8,10,"€17,516,871",Roll
29/06/12 00:00,14 17 28 29 39,1,11,"€26,900,432",Roll
03/07/12 00:00,2 7 22 27 40,3,6,"€32,812,559",Roll
06/07/12 00:00,31 32 38 40 42,1,3,"€42,076,911",Roll
10/07/12 00:00,1 3 16 24 37,1,8,"€48,445,181",Roll
13/07/12 00:00,8 18 25 35 46,4,9,"€60,323,858",Roll
17/07/12 00:00,2 7 24 43 46,8,10,"€67,543,388",Roll
20/07/12 00:00,10 19 23 45 49,9,10,"€79,035,843",Roll
24/07/12 00:00,4 16 18 25 44,1,11,"€87,418,315",Roll
27/07/12 00:00,14 15 21 23 48,2,10,"€110,973,507",Roll
31/07/12 00:00,4 29 35 36 39,8,9,"€123,419,567",Roll
03/08/12 00:00,24 34 35 42 46,1,5,"€142,677,285",Roll
07/08/12 00:00,20 27 34 46 50,2,3,"€151,012,000",Roll
10/08/12 00:00,11 17 21 48 50,9,10,"€148,656,000",Won
14/08/12 00:00,1 16 38 42 45,9,10,"€11,805,000",Roll
17/08/12 00:00,19 25 28 33 44,2,8,"€21,173,767",Roll
21/08/12 00:00,4 5 17 38 48,3,4,"€27,638,401",Roll
24/08/12 00:00,5 6 12 19 37,3,7,"€37,709,047",Won
28/08/12 00:00,1 18 25 26 44,4,5,"€11,914,500",Roll
31/08/12 00:00,16 28 31 33 48,7,11,"€21,380,703",Roll
04/09/12 00:00,11 17 18 39 44,5,10,"€27,605,924",Roll
07/09/12 00:00,13 15 30 35 42,4,6,"€37,827,315",Won
11/09/12 00:00,6 15 22 37 44,2,4,"€12,016,500",Roll
14/09/12 00:00,3 10 23 27 44,7,9,"€21,511,885",Won
18/09/12 00:00,6 7 38 39 44,7,9,"€12,058,500",Roll
21/09/12 00:00,4 19 34 41 43,7,11,"€21,218,945",Roll
25/09/12 00:00,7 25 27 48 49,1,4,"€27,120,727",Roll
28/09/12 00:00,20 23 26 30 33,6,9,"€79,750,000",Won
02/10/12 00:00,4 16 21 36 42,7,8,"€12,015,000",Roll
05/10/12 00:00,9 16 18 19 21,2,3,"€21,701,658",Roll
09/10/12 00:00,2 8 10 23 25,8,9,"€27,768,213",Roll
12/10/12 00:00,6 7 17 35 43,2,8,"€37,648,529",Roll
16/10/12 00:00,10 32 40 41 49,2,8,"€44,407,071",Roll
19/10/12 00:00,16 29 37 40 44,8,10,"€55,297,557",Roll
23/10/12 00:00,1 28 35 38 50,2,10,"€62,668,378",Roll
26/10/12 00:00,5 6 9 27 38,5,11,"€73,585,548",Roll
30/10/12 00:00,23 24 25 31 44,2,3,"€82,777,654",Roll
02/11/12 00:00,3 6 10 11 44,3,4,"€95,574,746",Roll
06/11/12 00:00,7 20 25 35 41,1,9,"€106,443,387",Roll
09/11/12 00:00,14 21 22 28 47,4,5,"€122,416,477",Roll
13/11/12 00:00,11 16 21 24 29,2,6,"€136,124,363",Won
16/11/12 00:00,10 15 19 23 41,2,9,"€12,039,000",Roll
20/11/12 00:00,28 30 42 45 49,5,10,"€18,330,737",Won
23/11/12 00:00,1 9 11 20 40,1,5,"€12,147,000",Roll
27/11/12 00:00,6 10 23 44 49,1,7,"€18,165,905",Roll
30/11/12 00:00,10 18 23 24 40,3,4,"€27,864,810",Roll
04/12/12 00:00,5 10 28 29 44,2,4,"€34,505,412",Roll
07/12/12 00:00,10 16 18 31 42,2,5,"€44,054,164",Roll
11/12/12 00:00,1 4 9 43 50,6,8,"€51,106,703",Roll
14/12/12 00:00,10 11 29 40 43,3,11,"€62,293,153",Roll
18/12/12 00:00,14 18 20 35 44,2,5,"€70,070,413",Roll
21/12/12 00:00,3 5 22 40 42,3,10,"€83,087,699",Won
25/12/12 00:00,14 18 20 23 32,3,10,"€12,322,500",Roll
28/12/12 00:00,17 24 26 27 49,3,5,"€21,875,652",Roll
01/01/13 00:00,2 7 8 36 49,1,11,"€30,730,347",Won
04/01/13 00:00,4 10 22 27 41,8,10,"€12,216,000",Roll
08/01/13 00:00,2 20 22 26 47,5,9,"€18,341,712",Roll
11/01/13 00:00,4 22 29 37 41,4,7,"€28,307,149",Won
15/01/13 00:00,22 38 40 42 47,1,11,"€12,441,000",Roll
18/01/13 00:00,4 26 27 30 39,3,10,"€21,672,986",Roll
22/01/13 00:00,1 10 44 45 48,1,4,"€27,777,897",Roll
25/01/13 00:00,3 10 18 31 37,2,4,"€37,772,357",Won
29/01/13 00:00,9 16 26 36 39,2,6,"€12,862,500",Won
01/02/13 00:00,5 21 34 37 38,1,6,"€13,063,500",Roll
05/02/13 00:00,6 25 31 40 45,6,7,"€19,070,109",Roll
08/02/13 00:00,9 11 14 34 44,10,11,"€27,886,637",Roll
12/02/13 00:00,5 11 16 25 28,7,9,"€34,628,142",Roll
15/02/13 00:00,2 4 22 28 42,4,9,"€44,855,571",Roll
19/02/13 00:00,12 15 28 30 44,8,9,"€52,357,563",Won
22/02/13 00:00,15 16 28 36 37,2,11,"€12,981,000",Roll
26/02/13 00:00,3 12 13 17 30,2,6,"€18,874,481",Roll
01/03/13 00:00,1 11 29 36 42,4,5,"€28,372,232",Roll
05/03/13 00:00,8 19 31 33 39,2,7,"€34,631,815",Roll
08/03/13 00:00,3 20 23 28 42,8,11,"€45,058,160",Won
12/03/13 00:00,2 4 10 22 50,5,8,"€13,135,500",Won
15/03/13 00:00,4 14 21 24 39,3,10,"€12,997,500",Roll
19/03/13 00:00,19 32 35 37 44,1,9,"€18,770,152",Roll
22/03/13 00:00,12 27 32 34 49,8,9,"€85,330,000",Roll
26/03/13 00:00,4 26 30 42 44,6,11,"€96,302,211",Roll
29/03/13 00:00,13 30 43 44 46,5,9,"€112,017,541",Won
02/04/13 00:00,12 17 25 29 41,1,4,"€12,741,000",Roll
05/04/13 00:00,1 11 17 32 39,2,7,"€22,536,828",Won
09/04/13 00:00,15 35 38 44 48,5,10,"€12,825,000",Roll
12/04/13 00:00,5 10 15 28 45,3,9,"€22,422,511",Won
16/04/13 00:00,1 11 22 33 50,4,6,"€12,879,000",Won
19/04/13 00:00,1 8 42 46 48,4,7,"€12,874,500",Roll
23/04/13 00:00,1 4 7 10 50,4,11,"€18,557,707",Roll
26/04/13 00:00,11 16 24 38 40,2,5,"€27,335,676",Won
30/04/13 00:00,13 36 40 43 50,5,9,"€12,727,500",Roll
03/05/13 00:00,3 5 34 40 49,2,3,"€21,355,336",Roll
07/05/13 00:00,13 27 28 42 43,4,6,"€27,337,587",Roll
10/05/13 00:00,1 32 35 45 48,4,11,"€36,503,084",Roll
14/05/13 00:00,7 8 24 27 36,5,11,"€43,382,876",Roll
17/05/13 00:00,6 20 24 25 50,9,10,"€53,520,165",Roll
21/05/13 00:00,7 8 19 28 29,5,9,"€61,122,965",Roll
24/05/13 00:00,7 17 22 27 40,2,3,"€73,074,352",Roll
28/05/13 00:00,8 13 26 34 38,3,11,"€81,381,673",Won
31/05/13 00:00,27 28 29 34 43,5,10,"€12,841,500",Roll
04/06/13 00:00,31 33 34 37 40,1,6,"€19,080,295",Roll
07/06/13 00:00,7 14 26 45 50,2,7,"€85,130,000",Roll
11/06/13 00:00,5 7 9 25 41,1,5,"€96,181,290",Roll
14/06/13 00:00,10 25 41 47 48,6,10,"€111,780,731",Roll
18/06/13 00:00,17 24 33 41 44,1,11,"€125,775,679",Roll
21/06/13 00:00,10 11 30 36 45,1,2,"€143,627,629",Roll
25/06/13 00:00,4 5 13 27 35,1,2,"€159,559,034",Won
28/06/13 00:00,1 15 28 35 47,1,7,"€12,843,000",Won
02/07/13 00:00,11 13 14 28 30,4,5,"€12,844,500",Roll
05/07/13 00:00,4 12 15 28 33,1,10,"€22,417,687",Roll
09/07/13 00:00,16 18 31 38 49,4,10,"€28,847,237",Won
12/07/13 00:00,18 26 32 33 42,2,3,"€12,987,000",Roll
16/07/13 00:00,19 23 34 47 50,4,6,"€19,201,363",Won
19/07/13 00:00,13 16 24 26 35,2,5,"€12,925,500",Won
23/07/13 00:00,14 15 16 19 44,4,5,"€12,907,500",Won
26/07/13 00:00,12 23 29 38 49,3,4,"€13,081,162",Roll
30/07/13 00:00,3 4 11 14 43,1,6,"€19,184,610",Roll
02/08/13 00:00,21 36 37 42 48,4,7,"€28,309,281",Roll
06/08/13 00:00,16 17 31 47 49,3,11,"€34,673,271",Roll
09/08/13 00:00,4 7 9 23 24,8,9,"€44,134,518",Roll
13/08/13 00:00,5 17 20 47 50,1,4,"€51,018,937",Roll
16/08/13 00:00,20 24 27 37 39,5,10,"€60,621,367",Roll
20/08/13 00:00,5 11 42 49 50,8,11,"€68,593,880",Roll
23/08/13 00:00,1 6 26 30 37,5,8,"€80,738,985",Won
27/08/13 00:00,7 30 38 40 43,2,6,"€12,931,500",Roll
30/08/13 00:00,2 17 25 36 45,5,9,"€21,885,637",Won
03/09/13 00:00,5 9 16 18 42,7,9,"€12,709,500",Roll
06/09/13 00:00,11 23 25 32 37,4,7,"€21,603,767",Won
10/09/13 00:00,7 11 14 28 30,2,10,"€12,666,000",Roll
13/09/13 00:00,4 6 14 27 33,5,10,"€23,253,808",Roll
17/09/13 00:00,13 17 21 42 44,9,11,"€29,412,765",Roll
20/09/13 00:00,5 11 35 38 45,2,3,"€38,960,567",Roll
24/09/13 00:00,10 20 26 28 43,9,11,"€45,405,876",Roll
27/09/13 00:00,11 15 38 41 43,2,6,"€55,193,986",Won
01/10/13 00:00,19 23 25 44 48,8,9,"€12,544,500",Roll
04/10/13 00:00,6 20 24 35 50,5,10,"€21,498,731",Roll
08/10/13 00:00,23 24 26 33 42,3,5,"€27,440,665",Roll
11/10/13 00:00,6 12 17 23 43,5,9,"€36,840,020",Roll
15/10/13 00:00,18 27 39 43 47,4,7,"€43,086,063",Won
18/10/13 00:00,5 25 36 46 47,2,6,"€12,711,000",Roll
22/10/13 00:00,29 33 39 41 44,9,11,"€18,308,847",Roll
25/10/13 00:00,2 3 10 31 38,6,10,"€27,080,608",Won
29/10/13 00:00,9 10 30 32 37,2,6,"€12,856,500",Won
01/11/13 00:00,7 19 29 30 33,3,8,"€12,709,500",Roll
05/11/13 00:00,6 12 13 35 38,2,3,"€18,107,224",Won
08/11/13 00:00,20 28 35 42 43,8,10,"€12,510,000",Won
12/11/13 00:00,14 29 37 40 48,2,11,"€12,682,500",Roll
15/11/13 00:00,3 13 15 29 42,1,4,"€83,830,000",Won
19/11/13 00:00,14 15 19 36 45,1,10,"€12,606,000",Roll
22/11/13 00:00,13 25 26 40 50,8,9,"€21,186,645",Roll
26/11/13 00:00,19 23 27 42 44,3,5,"€26,863,588",Won
29/11/13 00:00,2 7 10 23 43,4,7,"€12,429,000",Won
03/12/13 00:00,6 13 15 29 32,2,9,"€12,445,500",Roll
06/12/13 00:00,1 2 18 31 36,7,10,"€20,874,773",Roll
10/12/13 00:00,6 24 35 49 50,1,7,"€26,551,498",Roll
13/12/13 00:00,1 22 23 24 31,6,11,"€37,664,283",Roll
17/12/13 00:00,6 8 27 37 41,7,10,"€44,362,413",Roll
20/12/13 00:00,12 13 17 22 43,3,10,"€53,875,274",Roll
24/12/13 00:00,5 19 31 43 50,2,6,"€62,469,261",Roll
27/12/13 00:00,1 6 13 22 28,5,10,"€72,089,654",Roll
31/12/13 00:00,13 20 24 29 45,3,7,"€83,850,382",Roll
03/01/14 00:00,3 27 31 38 44,3,8,"€96,289,141",Roll
07/01/14 00:00,2 20 27 33 45,6,10,"€108,247,799",Won
10/01/14 00:00,1 2 11 27 29,1,10,"€12,453,000",Roll
14/01/14 00:00,18 20 25 26 37,10,11,"€18,577,883",Roll
17/01/14 00:00,19 26 32 33 42,4,10,"€27,266,155",Roll
21/01/14 00:00,4 12 35 42 48,5,8,"€33,466,125",Roll
24/01/14 00:00,5 19 34 35 41,1,5,"€43,002,299",Roll
28/01/14 00:00,18 20 23 42 48,2,9,"€49,446,896",Roll
31/01/14 00:00,8 10 15 16 31,8,9,"€59,249,234",Won
04/02/14 00:00,1 21 33 37 38,4,8,"€12,433,500",Roll
07/02/14 00:00,3 17 19 46 47,9,10,"€21,037,161",Won
11/02/14 00:00,8 17 25 41 47,1,2,"€12,445,500",Roll
14/02/14 00:00,2 4 6 19 39,2,7,"€20,927,566",Won
18/02/14 00:00,23 26 36 37 49,6,7,"€12,378,000",Roll
21/02/14 00:00,13 17 28 30 32,5,7,"€20,630,644",Roll
25/02/14 00:00,21 25 28 35 42,4,6,"€26,289,565",Roll
28/02/14 00:00,12 32 38 43 44,2,7,"€35,072,863",Won
04/03/14 00:00,3 5 22 27 44,1,6,"€12,375,000",Roll
07/03/14 00:00,5 10 38 40 41,1,8,"€82,990,000",Roll
11/03/14 00:00,1 4 23 33 44,7,8,"€93,707,468",Roll
14/03/14 00:00,6 24 25 27 30,5,9,"€107,932,603",Won
18/03/14 00:00,8 27 34 36 39,5,10,"€12,603,000",Roll
21/03/14 00:00,7 30 37 39 42,5,7,"€21,325,022",Won
25/03/14 00:00,7 20 26 28 50,2,8,"€12,549,000",Roll
28/03/14 00:00,3 4 19 28 43,3,7,"€20,942,416",Won
01/04/14 00:00,16 18 26 38 44,8,10,"€12,457,500",Won
04/04/14 00:00,6 10 28 45 50,10,11,"€12,415,500",Roll
08/04/14 00:00,11 18 29 42 49,4,11,"€17,853,605",Roll
